px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-2.30772	8.08565	5.1984	4.41443	0.185899	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.944953
-2.37517	7.92153	5.05294	4.40917	0.166222	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.00372
-2.52032	7.66197	5.11481	4.38332	0.117255	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.710809
-2.72752	7.4555	5.0886	4.30672	-0.00983143	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	3.29865
-2.79148	7.14344	5.21238	4.34512	0.0477487	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.55335
-2.8267	6.9051	5.20549	4.38886	0.121594	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.61893
-2.84177	6.73889	5.04561	4.41098	0.14325	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	1.88515
-2.9113	6.54515	4.91118	4.38605	0.0674808	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	3.34213
-2.92862	6.26426	4.97261	4.43522	0.134566	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.230074
-3.09434	6.02189	5.03807	4.39646	0.0801131	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	3.89933
-3.14547	5.66732	5.22494	4.44401	0.145135	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	1.54367
-3.31018	5.45108	5.15328	4.3633	-0.013155	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	2.35271
-3.40491	5.16576	5.23093	4.36946	-0.00235193	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.323265
-3.45034	4.9108	5.23921	4.40106	0.0507036	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.184636
-3.61547	4.61686	5.34557	4.36615	-0.00254654	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	1.17694
-3.72496	4.37434	5.32095	4.33626	-0.0669276	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	1.33307
-3.92675	4.11098	5.39014	4.27803	-0.146361	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	0.842623
-3.92541	3.86354	5.36457	4.36255	0.0202362	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	2.4242
-3.94354	3.66321	5.25903	4.39208	0.0612469	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.921714
-4.08406	3.52383	5.11253	4.32618	-0.0519229	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	3.50667
-4.15466	3.2548	5.15324	4.34658	-0.0176139	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.113222
-4.29721	2.99305	5.2054	4.31427	-0.0732958	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.609296
-4.33204	2.65488	5.32156	4.37414	0.0215386	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	0.978616
-4.42665	2.41035	5.31602	4.3661	0.00342998	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.0415005
-4.57355	2.13802	5.37737	4.33808	-0.0388968	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.31126
-4.69306	1.94959	5.30179	4.28278	-0.150258	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	3.35427
-4.83251	1.63439	5.42278	4.27572	-0.150712	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	0.89059
-4.94305	1.40214	5.40321	4.27064	-0.143777	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.0629578
-4.80926	1.18999	5.22619	4.40534	0.0713056	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	2.99322
-4.974	1.00524	5.19095	4.32773	-0.0684634	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	1.25737
-4.93146	0.780652	5.09734	4.4065	0.0568489	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	0.850738
-5.10744	0.421423	5.3253	4.33708	-0.09774	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	5.99967
-5.15494	0.20926	5.25449	4.35715	-0.0580709	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	0.288127
-5.3035	-0.0168668	5.24325	4.33871	-0.0534886	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	31.4528
-5.33499	-0.245382	5.18978	4.37368	0.00438645	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	0.220605
-5.52414	-0.391304	5.11741	4.2858	-0.133194	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	3.70691
-5.7871	-0.538406	5.09469	4.16775	-0.29683	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	1.38286
-5.8687	-0.773609	5.11465	4.17136	-0.290007	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	3.97977
-5.90574	-1.11458	5.22093	4.23815	-0.174435	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	2.06089
-5.9525	-1.40959	5.26404	4.28251	-0.102359	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	2.18908
-6.2069	-1.57649	5.27686	4.17659	-0.249011	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	1.02206
-6.36919	-1.81184	5.34908	4.13253	-0.317512	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	1.24864
-6.39649	-2.08694	5.32281	4.19898	-0.198094	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.675505
-6.56865	-2.25985	5.24032	4.17038	-0.203141	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	3.27366
-6.76333	-2.46155	5.26634	4.12165	-0.259271	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.141083
-6.92692	-2.66277	5.23915	4.10364	-0.256903	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	0.684328
-6.89011	-2.98476	5.20993	4.22112	-0.0705489	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	2.27445
-7.03301	-3.2086	5.21964	4.2065	-0.08513	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.156532
-7.14166	-3.36434	5.10022	4.19934	-0.0850154	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	0.790726
-7.33986	-3.64276	5.2509	4.16636	-0.128311	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	5.09814
-7.49745	-3.70874	5.04408	4.11779	-0.181166	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	3.61493
-7.65938	-3.92422	5.10799	4.09013	-0.219883	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.47656
-7.84819	-4.19656	5.2485	4.07133	-0.234513	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.862926
-7.98912	-4.41803	5.2268	4.07762	-0.201672	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.529897
-8.18865	-4.69461	5.37643	4.05942	-0.215985	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	0.922458
-8.26322	-4.88248	5.14788	4.11152	-0.097917	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	2.69132
-8.36371	-5.10017	5.10681	4.13265	-0.0606262	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.0953152
-8.48938	-5.24572	4.96744	4.12615	-0.056286	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	2.93736
-8.80011	-5.4724	5.19942	4.03609	-0.183075	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	1.60154
-8.93969	-5.66333	5.12213	4.04318	-0.151189	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.393709
-9.06123	-5.8387	5.04293	4.04902	-0.1314	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.173829
-9.14324	-5.96783	4.84044	4.06399	-0.096002	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	4.90059
-9.30477	-6.02033	4.65665	4.01286	-0.158639	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	2.93217
-9.53086	-6.22664	4.81245	3.97176	-0.209968	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	1.75171
-9.65331	-6.46772	4.85596	4.00146	-0.154406	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.727913
-9.96239	-6.64372	5.06547	3.91183	-0.275178	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	6.59034
-10.1901	-6.82361	5.1341	3.87772	-0.303781	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.129971
-10.3609	-6.97063	5.08556	3.86337	-0.304094	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	0.988615
-10.6672	-7.20026	5.33389	3.81733	-0.346035	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	1.50945
-10.8506	-7.30794	5.19844	3.7919	-0.356608	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	2.15815
-11.1459	-7.50797	5.38773	3.75356	-0.383245	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	0.848449
-11.2725	-7.60206	5.1174	3.75198	-0.35897	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	2.97858
-11.2775	-7.7178	4.76687	3.80335	-0.267722	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.30779
-11.4761	-7.84205	4.79337	3.77617	-0.289664	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	1.45378
-11.5948	-7.90835	4.58535	3.75976	-0.294174	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	1.04953
-11.7865	-8.02349	4.55847	3.73694	-0.304925	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	0.308356
-12.033	-8.12312	4.61862	3.68917	-0.34914	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	0.384395
-12.3229	-8.28739	4.92947	3.65962	-0.364482	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	3.2502
-12.4776	-8.3369	4.75203	3.63016	-0.381907	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	0.779765
-12.6642	-8.40801	4.63846	3.59992	-0.399443	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	0.614438
-13.0804	-8.58243	5.06563	3.54891	-0.436172	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	4.30951
-13.3588	-8.6807	5.14112	3.51337	-0.454214	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	1.59268
-13.4913	-8.66961	4.85733	3.46954	-0.48914	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	1.83537
-13.6694	-8.66933	4.65616	3.41523	-0.53906	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	2.06675
-13.9497	-8.86507	4.87589	3.44728	-0.452068	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	1.70438
-14.2464	-8.98528	5.09175	3.44394	-0.41418	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	1.61205
-14.4659	-9.12286	5.10329	3.46335	-0.358146	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.476525
-14.6675	-9.16773	4.95702	3.42999	-0.387392	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.768035
-14.9675	-9.14197	4.99735	3.3469	-0.475313	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	1.49776
-15.2595	-9.2321	5.08692	3.33452	-0.461821	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	3.83745
-15.5941	-9.44099	5.35093	3.38967	-0.347113	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	2.15326
-15.7815	-9.40052	5.04514	3.30901	-0.458422	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	3.6364
-16.0633	-9.52863	5.16073	3.3315	-0.392675	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	0.546934
-16.2815	-9.48797	4.99775	3.25883	-0.479599	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.67084
-16.4735	-9.43001	4.85099	3.19273	-0.541382	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.621185
-16.6551	-9.4121	4.75348	3.16091	-0.543558	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	4.5928
-16.9884	-9.43923	4.94191	3.14176	-0.528298	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	1.22328
-17.2805	-9.54279	5.07464	3.17917	-0.431231	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	7.1568
-17.5399	-9.56464	5.09281	3.16602	-0.418819	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.0138539
-17.7868	-9.53037	5.02614	3.1117	-0.479931	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.40382
-18.0005	-9.46115	4.94442	3.0523	-0.532173	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.245291
-18.2355	-9.41388	4.91587	3.0103	-0.556907	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.206365
-18.4149	-9.48584	4.8187	3.04653	-0.466731	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	2.51199
-18.656	-9.49374	4.87005	3.05686	-0.402804	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.91289
-18.9259	-9.50156	4.92569	3.0566	-0.373394	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.100276
-19.1289	-9.44839	4.88204	3.02683	-0.378885	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	4.11542
-19.3044	-9.23644	4.75535	2.89065	-0.548464	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	1.98138
-19.5441	-9.17526	4.7841	2.86784	-0.537518	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	0.434557
-19.7981	-9.043	4.83648	2.80256	-0.59168	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	0.843532
-20.0507	-8.96261	4.91697	2.79366	-0.542849	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	4.87451
-20.3229	-9.24734	4.91275	3.00514	-0.199546	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	12.0242
-20.5338	-9.19104	4.82071	2.96381	-0.260148	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.47701
-20.6919	-9.00918	4.71085	2.85322	-0.400526	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	1.12829
-20.9495	-8.94055	4.75255	2.83125	-0.411279	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.77486
-21.1038	-8.8379	4.63671	2.78082	-0.455053	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	0.567616
-21.3612	-8.77218	4.69202	2.77097	-0.443019	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	2.31442
-21.5701	-8.77217	4.64882	2.80073	-0.369458	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	1.04632
-21.6961	-8.57318	4.4964	2.67149	-0.549048	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	4.98876
-21.9471	-8.53331	4.56163	2.69554	-0.474939	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.290748
-22.1663	-8.44148	4.61178	2.69514	-0.424815	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	1.8959
-22.4715	-8.37866	4.76253	2.72311	-0.352738	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.04472
-22.6116	-8.22396	4.63932	2.63749	-0.46566	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	1.42089
-22.8262	-7.91946	4.77209	2.50153	-0.624366	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	6.0568
-23.0234	-7.7717	4.76576	2.45379	-0.667755	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	2.58494
-23.3287	-7.63833	4.95178	2.47336	-0.588861	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	1.98798
-23.5456	-7.5067	4.99315	2.48313	-0.51319	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.23991
-23.641	-7.32279	4.86802	2.40444	-0.591123	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.897848
-23.8587	-7.17916	4.91958	2.41182	-0.526235	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.960524
-24.0299	-7.11313	4.81552	2.43548	-0.456092	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.03662
-24.1649	-6.90438	4.79164	2.36002	-0.540134	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	2.04478
-24.2415	-6.5864	4.81407	2.21768	-0.705168	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	1.96541
-24.4675	-6.44695	4.86719	2.24262	-0.623003	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	4.01349
-24.4758	-6.28193	4.65726	2.16004	-0.700968	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	3.70193
-24.6652	-6.13059	4.69564	2.19565	-0.576082	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.783847
-24.9877	-5.98832	4.86402	2.28363	-0.40431	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.50857
-25.0588	-5.74951	4.82725	2.19199	-0.51232	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	2.37939
-25.2094	-5.59029	4.79714	2.18973	-0.479048	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.21449
-25.3805	-5.41041	4.81638	2.19133	-0.441521	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	0.341184
-25.5303	-5.17874	4.87877	2.16057	-0.453331	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.481555
-25.658	-5.00378	4.84246	2.15745	-0.413154	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	5.57948
-25.7491	-4.82655	4.76888	2.12478	-0.43129	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.539887
-25.861	-4.61703	4.76777	2.09641	-0.439131	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.145682
-25.9404	-4.3527	4.81228	2.03091	-0.501501	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.543587
-26.0511	-4.12397	4.81836	1.96373	-0.610801	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	10.2261
-26.0962	-3.81785	4.90162	1.87838	-0.68854	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	1.38849
-26.1931	-3.58911	4.91463	1.84713	-0.700716	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	2.09829
-26.0794	-3.28591	4.88481	1.68338	-0.888006	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	1.12479
-26.2205	-3.08104	4.89838	1.74542	-0.707999	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	1.24617
-26.2074	-2.84555	4.86383	1.67793	-0.755653	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	0.179435
-26.3522	-2.64297	4.85561	1.74289	-0.590037	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	2.46637
-26.6051	-2.53452	4.73349	1.88054	-0.350168	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	3.88507
-26.5933	-2.286	4.73554	1.78806	-0.478275	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	1.12578
-26.6689	-2.09588	4.68238	1.78989	-0.441831	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	0.401087
-26.6513	-1.85139	4.68428	1.72608	-0.496521	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	2.05961
-26.5345	-1.57875	4.70157	1.59348	-0.652104	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	0.838047
-26.5427	-1.35653	4.68393	1.56738	-0.642634	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.1278
-26.5801	-1.13349	4.67925	1.56502	-0.599673	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.0611425
-26.6616	-0.915283	4.67284	1.58424	-0.542399	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	4.94995
-26.7082	-0.660243	4.71972	1.58765	-0.497232	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.346467
-26.6522	-0.415005	4.73964	1.49505	-0.626861	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.35038
-26.5076	-0.106635	4.86327	1.37445	-0.753013	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.20378
-26.5611	0.129037	4.85614	1.41083	-0.645166	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	3.24044
-26.5892	0.427635	4.95396	1.42811	-0.570829	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.52789
-26.6058	0.669101	4.94182	1.43751	-0.516254	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	0.778163
-26.6821	0.958002	5.00012	1.49036	-0.40098	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	1.0206
-26.588	1.22076	5.03621	1.43488	-0.436567	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	6.74712
-26.4451	1.44962	5.03055	1.34049	-0.541915	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.370457
-26.4397	1.66882	4.97054	1.35748	-0.467985	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	8.21447
-26.3627	1.87255	4.91746	1.31652	-0.494647	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.409793
-26.2855	2.10327	4.9158	1.27855	-0.519353	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.170169
-26.2294	2.29125	4.83658	1.25878	-0.512125	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.745373
-26.1915	2.52275	4.81559	1.27378	-0.435366	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.587587
-26.0864	2.76364	4.8541	1.23253	-0.463053	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.165199
-25.9637	2.98101	4.87663	1.15634	-0.571223	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	2.10413
-25.8627	3.2674	4.98506	1.13971	-0.550934	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.52827
-25.8192	3.50661	4.97651	1.14939	-0.504534	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	1.97347
-25.6741	3.69402	4.94762	1.09003	-0.555499	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.263921
-25.5644	3.90261	4.92457	1.07105	-0.535803	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.1131
-25.6275	4.11048	4.78047	1.15821	-0.372092	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	2.21362
-25.4337	4.29072	4.8062	1.05911	-0.502877	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	1.39189
-25.1324	4.47208	4.91467	0.913953	-0.676434	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	1.52443
-25.0267	4.68003	4.84016	0.961539	-0.500636	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	9.69173
-24.9806	4.89802	4.78769	1.00047	-0.408288	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.36351
-24.7794	5.0734	4.81412	0.936697	-0.463495	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.37608
-24.5683	5.27729	4.90065	0.878188	-0.51307	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.677081
-24.3841	5.44775	4.91404	0.826548	-0.557646	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.156709
-24.1549	5.60363	4.95432	0.756094	-0.618865	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	0.170219
-24.0319	5.77757	4.89825	0.759539	-0.571585	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.44359
-23.8894	5.95242	4.86871	0.754788	-0.537599	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0703299
-23.8129	6.18143	4.77552	0.838707	-0.341042	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	2.33475
-23.6391	6.3283	4.76052	0.802946	-0.3687	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.104455
-23.5022	6.50848	4.74448	0.799339	-0.353892	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	0.77444
-23.1837	6.69759	4.96785	0.712657	-0.450329	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	3.88896
-22.9861	6.84168	4.93053	0.699726	-0.41153	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.05802
-22.7547	7.0078	5.00061	0.663374	-0.43306	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	0.406737
-22.5273	7.13678	5.01173	0.620941	-0.458856	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	0.803232
-22.4292	7.32733	4.91535	0.670252	-0.355405	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.629334
-22.1299	7.40686	5.03461	0.543604	-0.546007	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.17103
-22.0893	7.65713	4.90363	0.654542	-0.3465	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	1.58326
-21.9061	7.83407	4.92472	0.651972	-0.331209	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	3.45288
-21.6709	7.95002	4.95451	0.603447	-0.377489	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.0844158
-21.4827	8.08484	4.94022	0.582295	-0.39057	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	1.16012
-21.1111	8.00085	4.99126	0.383687	-0.652585	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	3.09998
-21.0371	8.24619	4.79499	0.531739	-0.344727	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	7.66607
-20.9638	8.47207	4.67419	0.622505	-0.189433	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	1.10968
-20.6192	8.50174	4.87033	0.470864	-0.427126	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	6.40518
-20.3237	8.61431	4.99902	0.423399	-0.462944	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	1.24402
-20.1859	8.79728	4.87993	0.49808	-0.297763	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	1.36349
